NAME,RA,DEC,EBV
'WS_2023B1_022_A2626_1_MOS_plate_A',354.122083333333,21.1444444444444,
'WS_2023B1_022_A2626_2_MOS_plate_B',354.122083333333,21.1444444444444,
'WS_2023B1_022_A2626_3_MOS_plate_A',355.979163942644,21.1444444444444,
'WS_2023B1_022_A2626_4_MOS_plate_B',355.050623637988,22.6444444444444,
'WS_2023B1_022_A2626_5_MOS_plate_A',352.265002724023,21.1444444444444,
'WS_2023B1_022_A2626_6_MOS_plate_B',355.050623637988,19.6444444444444,
'WS_2023B1_022_A2626_7_MOS_plate_A',353.193543028678,22.6444444444444,
'WS_2023B1_022_A2626_8_MOS_plate_B',353.193543028678,19.6444444444444,
