NAME,RA,DEC,EBV
,354.122083333333,21.1444444444444,
,354.122083333333,21.1444444444444,
,355.979163942644,21.1444444444444,
,355.050623637988,22.6444444444444,
,352.265002724023,21.1444444444444,
,355.050623637988,19.6444444444444,
,353.193543028678,22.6444444444444,
,353.193543028678,19.6444444444444,
